,action,reward,self.observation,self.state
791,4.0,1.5629026146267528,[ 40.8  -42.39  61.   324.  ],"[0.29, 0.27, 0.26, 0.28]"
792,4.0,1.5307826512567893,[ 33.34 -58.69  58.   286.  ],"[0.29, 0.26, 0.25, 0.26]"
793,4.0,1.486982401656315,[ 24.53 -72.59  37.   238.  ],"[0.28, 0.25, 0.23, 0.25]"
794,0.0,1.4640386787125919,[ 15.02 -85.69   0.   104.  ],"[0.23, 0.21, 0.21, 0.22]"
795,0.0,1.3883928571428572,[  5.3  265.35   0.    52.  ],"[0.21, 0.2, 0.2, 0.2]"
796,0.0,1.4017857142857142,[25.67 71.7   0.   58.  ],"[0.21, 0.2, 0.2, 0.21]"
797,0.0,1.4751552795031058,[ 34.41  57.61   0.   111.  ],"[0.23, 0.21, 0.21, 0.23]"
798,8.0,1.4195449779688911,[ 41.73  40.98  77.   224.  ],"[0.24, 0.23, 0.24, 0.26]"
799,36.0,1.2695620351870351,[ 46.71  21.16  58.   293.  ],"[0.24, 0.22, 0.22, 0.26]"
800,4.0,1.5607142857142857,[ 48.39  -1.09  61.   328.  ],"[0.28, 0.25, 0.27, 0.3]"
801,4.0,1.610311059907834,[ 46.36 -23.19 182.   373.  ],"[0.31, 0.27, 0.28, 0.31]"
802,54.0,0.9694940476190476,[ 41.11 -42.69  23.   353.  ],"[0.21, 0.2, 0.2, 0.21]"
803,4.0,1.5307826512567893,[ 33.62 -59.02  59.   289.  ],"[0.29, 0.26, 0.25, 0.26]"
804,4.0,1.4228184406173536,[ 24.78 -72.92  16.   252.  ],"[0.25, 0.23, 0.22, 0.24]"
805,0.0,1.4640386787125919,[ 15.27 -86.14   0.   106.  ],"[0.23, 0.21, 0.21, 0.22]"
806,0.0,1.3883928571428572,[  5.54 265.01   0.    53.  ],"[0.21, 0.2, 0.2, 0.2]"
807,0.0,1.4017857142857142,[26.01 71.9   0.   60.  ],"[0.21, 0.2, 0.2, 0.21]"
808,0.0,1.4751552795031058,[ 34.76  57.79   0.   112.  ],"[0.23, 0.21, 0.21, 0.23]"
809,8.0,1.5223834325396828,[ 42.1   41.11 411.   235.  ],"[0.27, 0.24, 0.27, 0.32]"
810,4.0,1.6007814025055407,[ 47.09  21.19 174.   325.  ],"[0.29, 0.26, 0.28, 0.33]"
811,0.0,1.754878087598676,[ 48.77  -1.21  22.   357.  ],"[0.33, 0.27, 0.28, 0.34]"
812,4.0,1.692060291858679,[ 46.71 -23.43 374.   438.  ],"[0.35, 0.3, 0.31, 0.35]"
813,4.0,1.5629026146267528,[ 41.42 -43.    71.   319.  ],"[0.29, 0.27, 0.26, 0.28]"
814,0.0,1.5861900780379043,[ 33.89 -59.35   2.   193.  ],"[0.27, 0.23, 0.23, 0.26]"
815,4.0,1.486982401656315,[ 25.04 -73.25  35.   241.  ],"[0.28, 0.25, 0.23, 0.25]"
816,0.0,1.5584068105807236,[ 15.51 -86.62  12.   173.  ],"[0.26, 0.23, 0.22, 0.25]"
817,0.0,1.5277249923989056,[  5.79 264.69  38.   109.  ],"[0.26, 0.22, 0.22, 0.23]"
818,0.0,1.4640386787125919,[ 26.35  72.1    2.   103.  ],"[0.22, 0.21, 0.21, 0.23]"
819,49.0,1.2038474810213942,[ 35.12  57.97   7.   189.  ],"[0.23, 0.21, 0.21, 0.24]"
820,0.0,1.6763093761077634,[ 42.47  41.24  14.   266.  ],"[0.28, 0.25, 0.26, 0.31]"
821,4.0,1.535885989010989,[ 47.48  21.22  59.   298.  ],"[0.27, 0.24, 0.26, 0.3]"
822,4.0,1.5607142857142857,[ 49.14  -1.32  62.   333.  ],"[0.28, 0.25, 0.27, 0.3]"
823,4.0,1.56181713401541,[ 47.05 -23.67  61.   343.  ],"[0.29, 0.26, 0.26, 0.29]"
824,4.0,1.3819464050442314,[ 41.73 -43.3    3.   220.  ],"[0.23, 0.22, 0.22, 0.23]"
825,0.0,1.5861900780379043,[ 34.17 -59.67   1.   196.  ],"[0.27, 0.23, 0.23, 0.26]"
826,4.0,1.486982401656315,[ 25.29 -73.58  36.   244.  ],"[0.28, 0.25, 0.23, 0.25]"
827,0.0,1.5695234113712377,[ 15.75 -87.13  13.   176.  ],"[0.26, 0.23, 0.23, 0.25]"
828,0.0,1.452922077922078,[  6.03 264.36   0.    93.  ],"[0.22, 0.21, 0.21, 0.22]"
829,0.0,1.4640386787125919,[ 26.68  72.3    3.   105.  ],"[0.22, 0.21, 0.21, 0.23]"
830,0.0,1.5877264492753624,[ 35.46  58.15   8.   192.  ],"[0.25, 0.23, 0.24, 0.27]"
831,0.0,1.6832367160092412,[ 42.84  41.37  14.   268.  ],"[0.29, 0.25, 0.26, 0.31]"
832,4.0,1.535885989010989,[ 47.85  21.25  58.   300.  ],"[0.27, 0.24, 0.26, 0.3]"
833,4.0,1.5607142857142857,[ 49.52  -1.43  61.   335.  ],"[0.28, 0.25, 0.27, 0.3]"
834,4.0,1.646673010897149,[ 47.4  -23.91 330.   365.  ],"[0.33, 0.28, 0.29, 0.33]"
835,8.0,1.603484623015873,[ 42.03 -43.61 629.   240.  ],"[0.35, 0.28, 0.27, 0.32]"
836,4.0,1.6202731092436975,[ 34.44 -59.99 326.   305.  ],"[0.34, 0.28, 0.27, 0.3]"
837,12.0,1.3764394723633853,[ 25.54 -73.91  77.   223.  ],"[0.25, 0.24, 0.22, 0.23]"
838,0.0,1.6923198125404009,[ 15.99 -87.7  120.   191.  ],"[0.34, 0.26, 0.25, 0.28]"
839,0.0,1.5490318105807237,[  6.27 264.05 139.   110.  ],"[0.26, 0.23, 0.22, 0.24]"
840,0.0,1.4640386787125919,[ 27.01  72.5    4.   107.  ],"[0.22, 0.21, 0.21, 0.23]"
841,0.0,1.5963802954292086,[ 35.81  58.33   8.   194.  ],"[0.26, 0.23, 0.24, 0.27]"
842,0.0,1.6832367160092412,[ 43.2   41.51  14.   270.  ],"[0.29, 0.25, 0.26, 0.31]"
843,4.0,1.3819464050442314,[ 48.23  21.28   5.   200.  ],"[0.23, 0.22, 0.22, 0.23]"
844,4.0,1.3819464050442314,[ 49.89  -1.54   1.   225.  ],"[0.23, 0.22, 0.22, 0.23]"
845,1.0,1.4606177337155601,[ 47.74 -24.15   1.   232.  ],"[0.26, 0.23, 0.23, 0.26]"
846,0.0,1.6220238095238098,[ 42.33 -43.91   1.   222.  ],"[0.28, 0.24, 0.24, 0.27]"
847,1.0,1.4433100414078677,[ 34.71 -60.31   1.   197.  ],"[0.25, 0.23, 0.23, 0.25]"
848,4.0,1.3353625541125542,[ 25.78 -74.23   0.   159.  ],"[0.22, 0.21, 0.21, 0.22]"
849,0.0,1.4751552795031058,[ 16.23 -88.42   0.   109.  ],"[0.23, 0.21, 0.21, 0.23]"
850,0.0,1.4017857142857142,[  6.51 263.73   0.    57.  ],"[0.21, 0.2, 0.2, 0.21]"
851,0.0,1.4139610389610389,[17.83 86.07 71.   54.  ],"[0.21, 0.2, 0.2, 0.22]"
852,63.0,-0.26959325396825384,[ 27.34  72.71 374.   104.  ],"[0.18, 0.18, 0.18, 0.19]"
853,53.0,1.0362103174603172,[ 36.15  58.52 574.   130.  ],"[0.21, 0.2, 0.2, 0.24]"
854,8.0,1.5495389822595707,[ 43.56  41.65 619.   190.  ],"[0.28, 0.25, 0.27, 0.34]"
855,18.0,0.244848901098901,[ 48.6   21.32 792.   134.  ],"[0.35, 0.26, 0.26, 0.39]"
856,7.0,1.3613292173776044,[ 50.25  -1.65 859.   115.  ],"[0.26, 0.24, 0.25, 0.31]"
857,4.0,1.6492592726745872,[ 48.08 -24.38 860.   120.  ],"[0.34, 0.27, 0.29, 0.34]"
858,20.0,1.4625972985347986,[ 42.63 -44.21 853.   115.  ],"[0.32, 0.24, 0.26, 0.32]"
859,8.0,1.557107347802074,[ 34.97 -60.63 826.   106.  ],"[0.34, 0.26, 0.26, 0.29]"
860,12.0,1.4925719246031748,[ 26.03 -74.56 681.   144.  ],"[0.32, 0.25, 0.24, 0.27]"
861,4.0,1.4931885877116389,[ 16.46 -74.56 517.   144.  ],"[0.29, 0.24, 0.23, 0.26]"
862,0.0,1.5849767080745343,[  6.74 263.42 284.   113.  ],"[0.28, 0.23, 0.23, 0.25]"
863,0.0,1.427353896103896,[18.15 86.36 66.   59.  ],"[0.21, 0.2, 0.21, 0.22]"
864,0.0,1.6107481115211626,[ 27.66  72.91 383.   104.  ],"[0.26, 0.23, 0.24, 0.29]"
865,4.0,1.5192193223443224,[ 36.49  58.7  524.   159.  ],"[0.26, 0.24, 0.25, 0.3]"
866,8.0,1.561193212917351,[ 43.91  41.78 742.   120.  ],"[0.29, 0.25, 0.27, 0.35]"
867,56.0,1.241211913086913,[ 48.97  21.36 757.   164.  ],"[0.26, 0.22, 0.22, 0.26]"
868,12.0,1.563167735042735,[ 50.62  -1.76 871.   110.  ],"[0.3, 0.26, 0.27, 0.35]"
869,4.0,1.6492592726745872,[ 48.41 -24.62 861.   123.  ],"[0.34, 0.27, 0.29, 0.34]"
870,20.0,1.4539434523809525,[ 42.93 -44.51 869.   109.  ],"[0.32, 0.24, 0.25, 0.32]"
871,16.0,-0.6085386674049464,[ 35.24 -60.95 832.   105.  ],"[0.43, 0.28, 0.3, 0.37]"
872,12.0,1.4925719246031748,[ 26.27 -74.88 695.   141.  ],"[0.32, 0.25, 0.24, 0.27]"
873,4.0,1.4931885877116389,[ 16.7  -74.88 528.   142.  ],"[0.29, 0.24, 0.23, 0.26]"
874,0.0,1.577536231884058,[  6.98 263.12 293.   114.  ],"[0.27, 0.23, 0.23, 0.25]"
875,0.0,1.427353896103896,[18.46 86.65 66.   59.  ],"[0.21, 0.2, 0.21, 0.22]"
876,0.0,1.5951669254658387,[ 27.98  73.11 257.   121.  ],"[0.25, 0.23, 0.24, 0.28]"
877,16.0,1.5614583333333334,[ 36.82  58.89 244.   209.  ],"[0.28, 0.24, 0.25, 0.35]"
878,8.0,1.5445256132756133,[ 44.27  41.92 573.   192.  ],"[0.28, 0.25, 0.27, 0.33]"
879,20.0,1.435759185139573,[ 49.34  21.4  717.   178.  ],"[0.29, 0.24, 0.25, 0.32]"
880,8.0,1.5978142601126473,[ 50.98  -1.87 807.   142.  ],"[0.31, 0.27, 0.28, 0.35]"
881,4.0,1.6678921568627452,[ 48.74 -24.86 775.   190.  ],"[0.35, 0.28, 0.3, 0.34]"
882,8.0,1.596044146825397,[ 43.22 -44.81 855.   116.  ],"[0.35, 0.27, 0.27, 0.32]"
883,8.0,1.557107347802074,[ 35.5  -61.26 814.   115.  ],"[0.34, 0.26, 0.26, 0.29]"
884,12.0,1.4869015616999488,[ 26.52 -75.19 682.   146.  ],"[0.31, 0.25, 0.24, 0.27]"
885,4.0,1.4931885877116389,[ 16.93 -75.19 449.   171.  ],"[0.29, 0.24, 0.23, 0.26]"
886,0.0,1.577536231884058,[  7.22 262.81 277.   117.  ],"[0.27, 0.23, 0.23, 0.25]"
887,0.0,1.427353896103896,[18.77 86.96 91.   62.  ],"[0.21, 0.2, 0.21, 0.22]"
888,0.0,1.6107481115211626,[ 28.3   73.31 388.   108.  ],"[0.26, 0.23, 0.24, 0.29]"
889,4.0,1.499654104953018,[ 37.15  59.07 557.   138.  ],"[0.26, 0.23, 0.24, 0.3]"
890,12.0,1.4882936507936508,[ 44.61  42.07 695.   139.  ],"[0.28, 0.24, 0.25, 0.3]"
891,24.0,1.3402175400395042,[ 49.7   21.44 744.   157.  ],"[0.27, 0.23, 0.23, 0.29]"
892,8.0,1.5898014395998268,[ 51.34  -1.97 799.   145.  ],"[0.31, 0.26, 0.28, 0.35]"
893,42.0,0.9494047619047619,[ 49.07 -25.09 812.   145.  ],"[0.21, 0.2, 0.2, 0.21]"
894,8.0,1.596044146825397,[ 43.51 -45.11 791.   148.  ],"[0.35, 0.27, 0.27, 0.32]"
895,8.0,1.557107347802074,[ 35.76 -61.58 800.   121.  ],"[0.34, 0.26, 0.26, 0.29]"
896,8.0,1.5225322420634921,[ 26.76 -75.51 680.   136.  ],"[0.32, 0.25, 0.25, 0.28]"
897,4.0,1.4931885877116389,[ 17.16 -75.51 523.   137.  ],"[0.29, 0.24, 0.23, 0.26]"
898,0.0,1.577536231884058,[  7.45 262.52 290.   107.  ],"[0.27, 0.23, 0.23, 0.25]"
899,0.0,1.4017857142857142,[ -2.   250.56  54.    45.  ],"[0.21, 0.2, 0.2, 0.21]"
900,0.0,1.452922077922078,[ 19.07  87.28 193.    48.  ],"[0.22, 0.21, 0.21, 0.22]"
901,0.0,1.6107481115211626,[ 28.61  73.52 392.   109.  ],"[0.26, 0.23, 0.24, 0.29]"
902,55.0,0.6729845446950709,[ 37.47  59.26 506.   150.  ],"[0.2, 0.19, 0.2, 0.22]"
903,4.0,1.5961659663865546,[ 44.96  42.21 658.   162.  ],"[0.3, 0.25, 0.27, 0.34]"
904,11.0,1.2701205920657184,[ 50.06  21.48 779.   143.  ],"[0.23, 0.23, 0.23, 0.31]"
905,12.0,1.5584408442864326,[ 51.69  -2.08 833.   130.  ],"[0.3, 0.26, 0.27, 0.34]"
906,4.0,1.64424590369063,[ 49.4  -25.32 849.   129.  ],"[0.34, 0.27, 0.29, 0.33]"
907,20.0,1.4482730894777265,[ 43.8 -45.4 831.  131. ],"[0.32, 0.24, 0.25, 0.31]"
908,8.0,1.557107347802074,[ 36.02 -61.89 806.   120.  ],"[0.34, 0.26, 0.26, 0.29]"
909,8.0,1.5225322420634921,[ 26.99 -75.82 717.   125.  ],"[0.32, 0.25, 0.25, 0.28]"
910,16.0,1.5423430735930737,[ 17.39 -75.82 553.   130.  ],"[0.33, 0.24, 0.24, 0.28]"
911,50.0,1.1594967532467533,[  7.68 262.22 344.   103.  ],"[0.24, 0.21, 0.21, 0.22]"
912,0.0,1.4017857142857142,[ -1.75 250.31  83.    46.  ],"[0.21, 0.2, 0.2, 0.21]"
913,0.0,1.4751552795031058,[ 28.92  73.72   6.   121.  ],"[0.23, 0.21, 0.21, 0.23]"
914,18.0,1.2169923222912353,[ 37.8   59.45  20.   202.  ],"[0.23, 0.21, 0.21, 0.24]"
915,16.0,1.5086418844149354,[ 45.3   42.36  14.   283.  ],"[0.28, 0.23, 0.24, 0.29]"
916,4.0,1.5294204717696096,[ 50.42  21.53  57.   314.  ],"[0.27, 0.24, 0.26, 0.29]"
917,0.0,1.7646183473389356,[ 52.04  -2.18  18.   379.  ],"[0.34, 0.27, 0.28, 0.35]"
918,0.0,1.7720588235294117,[ 49.72 -25.56  18.   390.  ],"[0.35, 0.28, 0.28, 0.34]"
919,0.0,1.7670454545454546,[ 44.09 -45.7   18.   375.  ],"[0.35, 0.28, 0.28, 0.33]"
920,4.0,1.5214076512567891,[ 36.27 -62.19  57.   305.  ],"[0.29, 0.26, 0.24, 0.26]"
921,4.0,1.3353625541125542,[ 27.23 -76.13   0.   166.  ],"[0.22, 0.21, 0.21, 0.22]"
922,0.0,1.4751552795031058,[ 17.62 -76.13   0.   117.  ],"[0.23, 0.21, 0.21, 0.23]"
923,0.0,1.4017857142857142,[  7.91 261.94   0.    63.  ],"[0.21, 0.2, 0.2, 0.21]"
924,0.0,1.4017857142857142,[19.67 88.01  0.   59.  ],"[0.21, 0.2, 0.2, 0.21]"
925,0.0,1.566419631093544,[ 29.22  73.92  70.   143.  ],"[0.25, 0.22, 0.23, 0.27]"
926,0.0,1.6651642628205128,[ 38.11  59.64  30.   201.  ],"[0.27, 0.24, 0.26, 0.32]"
927,0.0,1.6832367160092412,[ 45.63  42.51  15.   288.  ],"[0.29, 0.25, 0.26, 0.31]"
928,4.0,1.6169871794871795,[ 50.77  21.58 314.   337.  ],"[0.3, 0.26, 0.28, 0.35]"
929,2.0,1.4273836067314332,[ 52.39  -2.28  11.   227.  ],"[0.26, 0.23, 0.23, 0.26]"
930,0.0,1.6294642857142856,[ 50.04 -25.79   1.   241.  ],"[0.28, 0.24, 0.24, 0.28]"
931,0.0,1.6294642857142856,[ 44.37 -45.99   1.   232.  ],"[0.28, 0.24, 0.24, 0.28]"
932,1.0,1.451963887561714,[ 36.53 -62.5    1.   207.  ],"[0.26, 0.23, 0.23, 0.25]"
933,17.0,1.240036231884058,[ 27.47 -76.43   0.   168.  ],"[0.23, 0.21, 0.21, 0.23]"
934,0.0,1.4751552795031058,[ 17.85 -76.43   0.   119.  ],"[0.23, 0.21, 0.21, 0.23]"
935,0.0,1.4017857142857142,[  8.14 261.65   0.    65.  ],"[0.21, 0.2, 0.2, 0.21]"
936,0.0,1.4640386787125919,[ 19.96  88.46 180.    60.  ],"[0.22, 0.21, 0.21, 0.23]"
937,0.0,1.6107481115211626,[ 29.52  74.13 336.   136.  ],"[0.26, 0.23, 0.24, 0.29]"
938,32.0,1.5351515462506842,[ 38.43  59.83 478.   185.  ],"[0.29, 0.24, 0.25, 0.35]"
939,4.0,1.5911525974025973,[ 45.97  42.66 611.   184.  ],"[0.3, 0.25, 0.27, 0.33]"
940,20.0,1.4300888222363473,[ 51.11  21.64 649.   215.  ],"[0.29, 0.24, 0.25, 0.31]"
941,8.0,1.572620703669091,[ 52.73  -2.38 728.   186.  ],"[0.31, 0.26, 0.27, 0.33]"
942,4.0,1.64424590369063,[ 50.36 -26.01 731.   192.  ],"[0.34, 0.27, 0.29, 0.33]"
943,8.0,1.5856468931658687,[ 44.65 -46.28 727.   183.  ],"[0.34, 0.27, 0.27, 0.31]"
944,12.0,1.533622433002821,[ 36.78 -62.8  713.   160.  ],"[0.32, 0.26, 0.26, 0.29]"
945,8.0,1.5225322420634921,[ 27.7  -76.74 701.   146.  ],"[0.32, 0.25, 0.25, 0.28]"
946,4.0,1.486261247810161,[ 18.08 -76.74 547.   145.  ],"[0.28, 0.24, 0.23, 0.26]"
947,0.0,1.5849767080745343,[  8.37 261.37 267.   126.  ],"[0.28, 0.23, 0.23, 0.25]"
948,0.0,1.4139610389610389,[ -1.03 249.57  51.    58.  ],"[0.22, 0.2, 0.2, 0.21]"
949,0.0,1.427353896103896,[20.25 89.06 19.   61.  ],"[0.21, 0.2, 0.21, 0.22]"
950,0.0,1.4975208215697347,[ 29.81  74.33  17.   126.  ],"[0.23, 0.21, 0.22, 0.24]"
951,60.0,1.07390873015873,[ 38.73  60.03  44.   200.  ],"[0.21, 0.2, 0.2, 0.21]"
952,0.0,1.688907078912467,[ 46.29  42.81   6.   300.  ],"[0.29, 0.25, 0.26, 0.32]"
953,0.0,1.7495513830532214,[ 51.46  21.69  24.   349.  ],"[0.32, 0.27, 0.28, 0.34]"
954,8.0,1.5880740003723877,[ 53.08  -2.47 444.   408.  ],"[0.31, 0.27, 0.28, 0.33]"
955,4.0,1.6216517857142858,[ 50.67 -26.24 389.   340.  ],"[0.32, 0.27, 0.28, 0.32]"
956,4.0,1.6024925595238095,[ 44.93 -46.56 215.   360.  ],"[0.32, 0.27, 0.27, 0.3]"
957,0.0,1.728427723446699,[ 37.03 -63.1   22.   338.  ],"[0.34, 0.27, 0.26, 0.31]"
958,0.0,1.667655529953917,[ 27.93 -77.04  21.   275.  ],"[0.31, 0.25, 0.25, 0.28]"
959,7.0,1.1336805555555558,[ 18.3  -77.04  15.   197.  ],"[0.21, 0.21, 0.2, 0.21]"
960,0.0,1.4640386787125919,[  8.6  261.09   4.   112.  ],"[0.23, 0.21, 0.21, 0.22]"
961,0.0,1.375,[ 20.53 261.09   0.    51.  ],"[0.2, 0.2, 0.2, 0.2]"
962,0.0,1.4975208215697347,[ 30.1   74.53   3.   134.  ],"[0.23, 0.21, 0.22, 0.24]"
963,0.0,1.6651642628205128,[ 39.04  60.22  45.   203.  ],"[0.27, 0.24, 0.26, 0.32]"
964,0.0,-0.2817460317460317,[ 46.62  42.97 350.   260.  ],"[0.34, 0.28, 0.31, 0.42]"
965,8.0,1.5698470590711973,[ 51.8   21.75 630.   231.  ],"[0.29, 0.26, 0.27, 0.35]"
966,4.0,1.6019202152014653,[ 53.41  -2.57 242.   350.  ],"[0.3, 0.26, 0.28, 0.32]"
967,4.0,1.6216517857142858,[ 50.98 -26.46 399.   336.  ],"[0.32, 0.27, 0.28, 0.32]"
968,4.0,1.6319918592436975,[ 45.21 -46.85 358.   353.  ],"[0.34, 0.28, 0.27, 0.32]"
969,12.0,1.4924165035156416,[ 37.27 -63.39 316.   338.  ],"[0.29, 0.26, 0.25, 0.27]"
970,12.0,1.4594474969474969,[ 28.16 -77.33 282.   286.  ],"[0.28, 0.25, 0.24, 0.26]"
971,0.0,1.6992471524418786,[ 18.52 -77.33 217.   222.  ],"[0.34, 0.26, 0.25, 0.29]"
972,0.0,1.577536231884058,[  8.82 260.82 204.   138.  ],"[0.27, 0.23, 0.23, 0.25]"
973,0.0,1.3883928571428572,[ 20.81 260.82   0.    53.  ],"[0.2, 0.2, 0.2, 0.21]"
974,0.0,1.4975208215697347,[ 30.39  74.74   3.   136.  ],"[0.23, 0.21, 0.22, 0.24]"
975,0.0,1.5198863636363638,[ 39.33  60.42   0.   135.  ],"[0.24, 0.22, 0.22, 0.24]"
976,0.0,1.5695234113712375,[ 46.93  43.13   2.   182.  ],"[0.25, 0.23, 0.23, 0.26]"
977,0.0,1.6145833333333335,[ 52.13  21.81   5.   217.  ],"[0.27, 0.24, 0.24, 0.27]"
978,0.0,1.6294642857142856,[ 53.75  -2.66   1.   242.  ],"[0.28, 0.24, 0.24, 0.28]"
979,1.0,1.4970238095238095,[ 51.29 -26.69   1.   248.  ],"[0.27, 0.24, 0.24, 0.27]"
980,10.0,1.126984126984127,[ 45.48 -47.13   1.   238.  ],"[0.21, 0.21, 0.21, 0.21]"
981,1.0,1.451963887561714,[ 37.52 -63.68   5.   210.  ],"[0.26, 0.23, 0.23, 0.25]"
982,0.0,1.5695234113712377,[ 28.38 -77.62   1.   173.  ],"[0.26, 0.23, 0.23, 0.25]"
983,0.0,1.4751552795031058,[ 18.74 -77.62   0.   123.  ],"[0.23, 0.21, 0.21, 0.23]"
984,0.0,1.4017857142857142,[  9.05 260.56   0.    69.  ],"[0.21, 0.2, 0.2, 0.21]"
985,0.0,1.4395292207792207,[ 21.08 260.56  46.    63.  ],"[0.22, 0.2, 0.21, 0.22]"
986,0.0,1.4975208215697347,[ 30.67  74.94  20.   132.  ],"[0.23, 0.21, 0.22, 0.24]"
987,0.0,1.7072599729546991,[ 39.63  60.61 113.   246.  ],"[0.29, 0.25, 0.27, 0.34]"
988,0.0,1.5695234113712375,[ 47.25  43.29   3.   183.  ],"[0.25, 0.23, 0.23, 0.26]"
989,4.0,1.5387954717696097,[ 52.46  21.88  49.   337.  ],"[0.27, 0.25, 0.26, 0.29]"
990,0.0,1.7720588235294117,[ 54.07  -2.74  19.   396.  ],"[0.34, 0.28, 0.28, 0.35]"
991,4.0,1.5968221966205838,[ 51.59 -26.9  220.   380.  ],"[0.31, 0.27, 0.27, 0.3]"
992,4.0,1.6099330357142858,[ 45.75 -47.41 141.   427.  ],"[0.32, 0.28, 0.27, 0.3]"
993,0.0,1.7364405439595194,[ 37.76 -63.97   7.   356.  ],"[0.34, 0.27, 0.27, 0.31]"
994,4.0,1.5214076512567891,[ 28.61 -77.91  95.   331.  ],"[0.29, 0.26, 0.24, 0.26]"
995,0.0,1.6992471524418786,[ 18.96 -77.91 232.   219.  ],"[0.34, 0.26, 0.25, 0.29]"
996,0.0,1.577536231884058,[  9.27 260.29 120.   148.  ],"[0.27, 0.23, 0.23, 0.25]"
997,0.0,1.4139610389610389,[-9.0000e-02  2.4863e+02  4.5000e+01  6.5000e+01],"[0.22, 0.2, 0.2, 0.21]"
998,34.0,1.1123737373737372,[ 21.35 248.63 183.    68.  ],"[0.21, 0.2, 0.2, 0.22]"
999,0.0,1.6107481115211626,[ 30.94  75.14 315.   149.  ],"[0.26, 0.23, 0.24, 0.29]"
1000,16.0,1.5567314425770309,[ 39.92  60.81 244.   239.  ],"[0.28, 0.24, 0.25, 0.34]"
1001,4.0,1.535885989010989,[ 47.56  43.45  97.   351.  ],"[0.27, 0.24, 0.26, 0.3]"
1002,4.0,1.595454697960086,[ 52.79  21.94 117.   410.  ],"[0.29, 0.26, 0.28, 0.32]"
1003,32.0,1.5853452103452106,[ 54.4   -2.83  48.   374.  ],"[0.33, 0.26, 0.26, 0.35]"
1004,0.0,1.7767857142857144,[ 51.89 -27.12  19.   407.  ],"[0.35, 0.28, 0.28, 0.35]"
1005,0.0,1.7720588235294117,[ 46.01 -47.68  19.   391.  ],"[0.35, 0.28, 0.28, 0.34]"
1006,4.0,1.4809981684981686,[ 38.   -64.26  23.   345.  ],"[0.26, 0.24, 0.24, 0.26]"
1007,0.0,1.5695234113712377,[ 28.83 -78.2    2.   174.  ],"[0.26, 0.23, 0.23, 0.25]"
1008,0.0,1.48534549689441,[ 19.18 -78.2    0.   126.  ],"[0.24, 0.21, 0.21, 0.23]"
1009,0.0,1.4017857142857142,[  9.49 260.03   0.    72.  ],"[0.21, 0.2, 0.2, 0.21]"
1010,0.0,1.4395292207792207,[31.21 75.35  0.   85.  ],"[0.22, 0.2, 0.21, 0.22]"
1011,0.0,1.5198863636363638,[ 40.2   61.01   0.   138.  ],"[0.24, 0.22, 0.22, 0.24]"
1012,0.0,1.5781772575250839,[ 47.86  43.61   1.   185.  ],"[0.26, 0.23, 0.23, 0.26]"
1013,0.0,1.6145833333333335,[ 53.11  22.01   1.   221.  ],"[0.27, 0.24, 0.24, 0.27]"
1014,0.0,1.6294642857142856,[ 54.72  -2.91   1.   243.  ],"[0.28, 0.24, 0.24, 0.28]"
1015,1.0,1.4970238095238095,[ 52.19 -27.33   1.   249.  ],"[0.27, 0.24, 0.24, 0.27]"
1016,0.0,1.6294642857142856,[ 46.28 -47.95   1.   239.  ],"[0.28, 0.24, 0.24, 0.28]"
1017,1.0,1.451963887561714,[ 38.23 -64.54   1.   213.  ],"[0.26, 0.23, 0.23, 0.25]"
1018,17.0,1.2502264492753623,[ 29.05 -78.48   0.   175.  ],"[0.24, 0.21, 0.21, 0.23]"
1019,0.0,1.6428272332506202,[ 19.39 -78.48  29.   198.  ],"[0.31, 0.25, 0.24, 0.26]"
1020,0.0,1.4751552795031058,[  9.71 259.78   4.   120.  ],"[0.23, 0.21, 0.21, 0.23]"
1021,0.0,1.4017857142857142,[ 21.88 259.78   0.    63.  ],"[0.21, 0.2, 0.2, 0.21]"
1022,0.0,1.509696146245059,[ 31.48  75.55  11.   143.  ],"[0.23, 0.22, 0.22, 0.24]"
1023,0.0,1.611833592132505,[ 40.48  61.21  17.   228.  ],"[0.27, 0.23, 0.24, 0.28]"
1024,0.0,-0.7525252525252524,[ 48.16  43.78 520.   270.  ],"[0.37, 0.29, 0.32, 0.44]"
1025,8.0,1.5698470590711973,[ 53.43  22.09 744.   171.  ],"[0.29, 0.26, 0.27, 0.35]"
1026,12.0,1.5400879502442004,[ 55.04  -2.99 811.   158.  ],"[0.3, 0.26, 0.26, 0.32]"
1027,4.0,1.6269784902597404,[ 52.48 -27.54 841.   141.  ],"[0.33, 0.27, 0.28, 0.32]"
1028,20.0,1.4305059523809525,[ 46.54 -48.22 647.   245.  ],"[0.3, 0.24, 0.25, 0.3]"
1029,12.0,1.4924165035156416,[ 38.46 -64.81 321.   337.  ],"[0.29, 0.26, 0.25, 0.27]"
1030,11.0,1.2043390033879164,[ 29.27 -78.75 636.   180.  ],"[0.25, 0.23, 0.22, 0.22]"
1031,1.0,1.5442775974025975,[ 19.61 -78.75 499.   159.  ],"[0.33, 0.25, 0.24, 0.27]"
1032,4.0,1.3586544795783926,[  9.93 259.53 276.   127.  ],"[0.23, 0.22, 0.21, 0.22]"
1033,0.0,1.4395292207792207,[  0.6  247.96  66.    67.  ],"[0.22, 0.21, 0.2, 0.22]"
1034,0.0,1.4017857142857142,[ 22.13 247.96   0.    64.  ],"[0.21, 0.2, 0.2, 0.21]"
